Cn code,Sequence num,Amount,Measure description,Unit amount,Type of unit,Source code,Date added,Last modified
5693,1,3,oz,85,g,1,2013-02-22,2013-12-26
5693,2,1,back,182,g,1,2013-12-23,2013-12-23
5694,1,4,oz,113,g,1,2013-02-22,2019-02-13
5695,1,3,oz,85,g,1,2013-02-22,2016-02-06
5696,1,4,oz,113,g,1,2013-02-22,2019-02-13
5697,1,3,oz,85,g,1,2013-02-22,2016-02-06
5698,1,4,oz,113,g,1,2013-02-22,2019-02-13
5699,1,1,oz,28.35,g,1,2013-02-22,2016-02-06
5700,1,4,oz,113,g,1,2013-02-22,2019-02-13
5700,2,1,lb,453,g,1,2013-02-22,2013-12-26
5701,1,3,oz,85,g,1,2013-02-22,2016-02-06
5702,1,4,oz,113,g,1,2013-02-22,2019-02-13
5702,2,1,lb,453,g,1,2013-02-22,2013-12-26
5703,1,3,oz,85,g,1,2013-02-22,2016-02-06
5703,2,1,lb,453,g,1,2013-02-22,2013-02-22
5704,1,4,oz,113,g,1,2013-02-22,2019-02-13
5704,2,1,bird,5717,g,1,2013-02-22,2013-12-26
5705,1,3,oz,85,g,1,2013-02-22,2019-02-13
5705,2,1,bird,4147,g,1,2013-02-22,2013-12-26
5706,1,4,oz,113,g,1,2013-02-22,2019-02-13
5706,2,1,bird,5717,g,1,2013-02-22,2013-12-26
5707,1,3,oz,85,g,1,2013-02-22,2013-12-26
5707,2,1,bird,4147,g,1,2013-02-22,2013-12-26
5707,3,1,lb,453,g,1,2013-02-22,2013-12-26
5708,1,4,oz,113,g,1,2013-12-23,2019-02-13
5708,2,1,breast,1171,g,1,2013-12-23,2019-02-13
5709,1,3,oz,85,g,1,2013-12-23,2013-12-23
5709,2,1,breast,852,g,1,2013-12-23,2013-12-23
5710,1,4,oz,113,g,1,2013-12-23,2019-02-13
5710,2,1,breast,1150,g,1,2013-12-23,2013-12-23
5711,1,1,breast,863,g,1,2013-12-23,2013-12-23
5711,2,3,oz,85,g,1,2013-12-23,2013-12-23
5712,1,4,oz,113,g,1,2013-12-23,2019-02-13
5712,2,1,wing,518,g,1,2013-12-23,2013-12-23
5713,1,3,oz,85,g,1,2013-12-23,2013-12-23
5713,2,1,wing,375,g,1,2013-12-23,2013-12-23
5714,1,4,oz,113,g,1,2013-12-23,2019-02-13
5715,1,3,oz,85,g,1,2013-12-23,2019-02-13
5716,1,4,oz,113,g,1,2013-12-23,2019-02-13
5716,2,1,drumstick,356,g,1,2013-12-23,2013-12-23
5717,1,4,oz,113,g,1,2013-12-23,2019-02-13
5717,2,1,thigh,454,g,1,2013-12-23,2013-12-23
5718,1,3,oz,85,g,1,2013-12-23,2013-12-23
5718,2,1,breast,1654,g,1,2013-12-23,2013-12-23
5719,1,4,oz,113,g,1,2013-12-23,2019-02-13
5719,2,1,back,1245,g,1,2013-12-23,2013-12-23
5720,1,3,oz,85,g,1,2013-12-23,2013-12-23
5720,2,1,back,949,g,1,2013-12-23,2013-12-23
5721,1,4,oz,113,g,1,2013-12-23,2019-02-13
5721,2,1,breast,2110,g,1,2013-12-23,2013-12-23
5721,3,1,lb,453,g,1,2013-12-23,2013-12-23
5722,1,3,oz,85,g,1,2013-12-23,2013-12-23
5722,2,1,thigh,348,g,1,2013-12-23,2013-12-23
5723,1,3,oz,85,g,1,2013-12-23,2019-02-13
5723,2,1,drumstick,275,g,1,2013-12-23,2013-12-23
5724,1,4,oz,113,g,1,2013-12-23,2019-02-13
5724,2,1,drumstick,359,g,1,2013-12-23,2013-12-23
5725,1,3,oz,85,g,1,2013-12-23,2013-12-23
5725,2,1,drumstick,217,g,1,2013-12-23,2013-12-23
5726,1,4,oz,113,g,1,2013-12-23,2019-02-13
5726,2,1,thigh,424,g,1,2013-12-23,2013-12-23
5727,1,4,oz,113,g,1,2013-12-23,2019-02-13
5727,2,1,breast,1171,g,1,2013-12-23,2013-12-23
5728,1,3,oz,85,g,1,2013-12-23,2013-12-23
5728,2,1,thigh,327,g,1,2013-12-23,2013-12-23
5729,1,3,oz,85,g,1,2013-12-23,2013-12-23
5729,2,1,wing,358,g,1,2013-12-23,2013-12-23
5730,1,3,oz,85,g,1,2013-12-23,2013-12-23
5730,2,1,wing,219,g,1,2013-12-23,2013-12-23
5732,1,3,oz,85,g,1,2013-12-23,2013-12-23
5732,2,1,breast,1150,g,1,2013-12-23,2013-12-23
5733,1,3,oz,85,g,1,2013-12-23,2013-12-23
5733,2,1,breast,863,g,1,2013-12-23,2013-12-23
5734,1,3,oz,85,g,1,2013-12-23,2013-12-23
5734,2,1,wing,518,g,1,2013-12-23,2013-12-23
5735,1,3,oz,85,g,1,2013-12-23,2013-12-23
5735,2,1,wing,375,g,1,2013-12-23,2013-12-23
5736,1,4,oz,113,g,1,2013-12-23,2019-02-13
5736,2,1,drumstick,356,g,1,2013-12-23,2013-12-23
5737,1,3,oz,85,g,1,2013-12-23,2013-12-23
5737,2,1,drumstick,275,g,1,2013-12-23,2013-12-23
5738,1,4,oz,113,g,1,2013-12-23,2019-02-13
5738,2,1,drumstick,337,g,1,2013-12-23,2013-12-23
5739,1,3,oz,85,g,1,2013-12-23,2013-12-23
5739,2,1,drumstick,206,g,1,2013-12-23,2013-12-23
5740,1,4,oz,113,g,1,2013-12-23,2019-02-13
5740,2,1,thigh,367,g,1,2013-12-23,2013-12-23
5741,1,3,oz,85,g,1,2013-12-23,2013-12-23
5741,2,1,thigh,319,g,1,2013-12-23,2013-12-23
5742,1,4,oz,113,g,1,2013-12-23,2019-02-13
5742,2,1,thigh,454,g,1,2013-12-23,2013-12-23
5743,1,3,oz,85,g,1,2013-12-23,2013-12-23
5743,2,1,thigh,348,g,1,2013-12-23,2013-12-23
5744,1,4,oz,113,g,1,2013-12-23,2019-02-13
5744,2,1,back,1245,g,1,2013-12-23,2013-12-23
5745,1,3,oz,85,g,1,2013-12-23,2013-12-23
5745,2,1,back,949,g,1,2013-12-23,2013-12-23
5746,1,3,oz,85,g,1,2013-12-23,2013-12-23
5746,2,1,piece,181,g,1,2013-12-23,2013-12-23
5747,1,3,oz,85,g,1,2013-12-23,2013-12-23
5747,2,1,piece,196,g,1,2013-12-23,2013-12-23
5748,1,3,oz,85,g,1,2013-12-23,2013-12-23
5748,2,1,piece,195,g,1,2013-12-23,2013-12-23
5749,1,3,oz,85,g,1,2013-12-23,2013-12-23
5749,2,1,piece,192,g,1,2013-12-23,2013-12-23
6001,1,0.5,cup (4 fl oz),126,g,1,2013-12-23,2013-12-23
6001,2,1,can (10.75 oz),305,g,1,2013-12-23,2013-12-23
6002,1,1,cup (8 fl oz),257,g,1,1996-09-30,2006-11-30
6002,2,1,"can (11 oz), undiluted",312,g,1,2002-09-06,2006-11-30
6004,1,0.5,cup,130,g,1,1996-09-30,2013-12-26
6004,2,1,can 11.5 oz,326,g,1,2002-09-06,2013-12-26
6006,1,1,cup (8 fl oz),263,g,1,1996-09-30,2006-11-30
6006,2,1,can (11.25 oz),319,g,1,2002-09-06,2006-11-30
6007,1,1,cup (8 fl oz),243,g,1,2013-12-23,2013-12-23
6007,2,1,can (19.25 oz),546,g,1,2013-12-23,2013-12-23
6008,1,1,cup,240,g,1,2013-12-23,2013-12-23
6008,2,1,can 14.5 oz,435,g,1,2013-12-23,2013-12-23
6008,3,1,container 32 oz,960,g,1,2013-12-23,2013-12-23
6009,1,0.5,CUP,125,g,1,1996-09-30,2009-02-11
6009,2,1,can (10.75 oz),305,g,1,1998-01-15,2009-02-11
6010,1,0.5,cup,126,g,1,2013-12-23,2013-12-23
6010,2,1,can (10.75 oz),305,g,1,2013-12-23,2013-12-23
6011,1,0.5,cup,124,g,1,2013-12-23,2013-12-23
6013,1,0.5,cup (4 fl oz),126,g,1,2013-12-23,2013-12-23
6013,2,1,can (10.75 oz),305,g,1,2013-12-23,2013-12-23
6015,1,1,cup,245,g,1,2013-12-23,2013-12-23
6016,1,0.5,cup (4 fl oz),126,g,1,2013-12-23,2013-12-23
6016,2,1,can (10.75 oz),305,g,1,2013-12-23,2013-12-23
6017,1,0.5,cup (4 fl oz),126,g,1,2013-12-23,2013-12-23
6017,2,1,can (10.75 oz),305,g,1,2013-12-23,2013-12-23
6018,1,1,can,530,g,1,2013-12-23,2013-12-23
6018,2,1,cup,243,g,1,2013-12-23,2013-12-23
6019,1,0.5,cup,124,g,1,2013-12-23,2015-06-19
6022,1,1,cup,240,g,1,2013-12-23,2013-12-23
6022,2,1,can 19 oz,539,g,1,2013-12-23,2013-12-23
6023,1,0.5,cup,126,g,1,2013-12-23,2013-12-23
6024,1,1,cup,255,g,1,2013-12-23,2013-12-23
6025,1,0.5,cup,121,g,1,2013-12-23,2013-12-23
6025,2,1,can (10.7 oz),303,g,1,2013-12-23,2013-12-23
6026,1,1,cup (8 fl oz),263,g,1,2013-12-23,2013-12-23
6026,2,1,can (11.25 oz),319,g,1,2013-12-23,2013-12-23
6027,1,1,cup (8 fl oz),240,g,1,2013-12-23,2013-12-23
6027,2,1,can (19 oz),539,g,1,2013-12-23,2013-12-23
6028,1,0.5,cup (4 fl oz),126,g,1,2013-12-23,2013-12-23
6028,2,1,can (10.75 oz),305,g,1,2013-12-23,2013-12-23
6030,1,0.5,cup,126,g,1,2013-12-23,2013-12-23
6030,2,1,can (10.7 oz),303,g,1,2013-12-23,2013-12-23
6032,1,0.5,CUP,124,g,1,1994-01-31,2009-02-11
6032,2,1,can (10.5 oz),310,g,1,1997-08-29,2009-02-11
6037,1,1,cup (8 fl oz),248,g,1,2013-12-23,2013-12-23
6037,2,1,can (20 oz),567,g,1,2013-12-23,2013-12-23
6039,1,1,cup,240,g,1,2013-12-23,2013-12-23
6039,2,1,can (19 oz),539,g,1,2013-12-23,2013-12-23
6040,1,0.5,cup (4 fl oz),123,g,1,2013-12-23,2013-12-23
6040,2,1,can (10.5 oz),298,g,1,2013-12-23,2013-12-23
6042,1,0.5,cup (4 fl oz),126,g,1,2013-12-23,2013-12-23
6042,2,1,can (10.75 oz),305,g,1,2013-12-23,2013-12-23
6043,1,0.5,CUP,126,g,1,1994-09-29,2015-06-19
6044,1,0.5,cup (4 fl oz),126,g,1,2013-12-23,2013-12-23
6044,2,1,can (10.75 oz),305,g,1,2013-12-23,2013-12-23
6045,1,0.5,cup (4 fl oz),123,g,1,2013-12-23,2013-12-23
6045,2,1,can (10.5 oz),298,g,1,2013-12-23,2013-12-23
6046,1,0.5,cup,126,g,1,2013-12-23,2013-12-23
6046,2,1,can (10.75 oz),305,g,1,2013-12-23,2013-12-23
6048,1,0.5,cup (4 fl oz),123,g,1,2013-12-23,2013-12-23
6048,2,1,can (10.5 oz),298,g,1,2013-12-23,2013-12-23
6049,1,0.5,cup,128,g,1,2013-12-23,2013-12-23
6049,2,1,can (11.2 oz),319,g,1,2013-12-23,2013-12-23
6050,1,1,cup,240,g,1,2013-12-23,2013-12-23
6050,2,1,can (19 oz),539,g,1,2013-12-23,2013-12-23
6051,1,0.5,cup (4 fl oz),135,g,1,2013-12-23,2013-12-23
6051,2,1,can (11.5 oz),326,g,1,2013-12-23,2013-12-23
6053,1,0.5,cup,124,g,1,2013-12-23,2013-12-23
6056,1,0.5,cup,126,g,1,2013-12-23,2016-02-06
6056,2,1,can,305,g,1,2013-12-23,2016-02-06
6061,1,1,cup (8 fl oz),251,g,1,2013-12-23,2013-12-23
6061,2,1,can (10.75 oz),305,g,1,2013-12-23,2013-12-23
6063,1,0.5,cup (4 fl oz),129,g,1,2013-12-23,2013-12-23
6063,2,1,"can (11 oz), undiluted",312,g,1,2013-12-23,2013-12-23
6064,1,1,cup (8 fl oz),236,g,1,2013-12-23,2013-12-23
6064,2,1,can (18.75 oz),532,g,1,2013-12-23,2013-12-23
6067,1,1,cup,230,g,1,2013-12-23,2013-12-23
6068,1,0.5,cup,126,g,1,2013-12-23,2013-12-23
6068,2,1,can (10.5 oz),298,g,1,2013-12-23,2013-12-23
6070,1,1,cup,245,g,1,2013-12-23,2013-12-23
6070,2,1,can (19 oz),539,g,1,2013-12-23,2013-12-23
6071,1,0.5,cup,126,g,1,2013-12-23,2013-12-23
6071,2,1,can (10.75 oz),305,g,1,2013-12-23,2013-12-23
6072,1,0.5,cup,123,g,1,2013-12-23,2013-12-23
6072,2,1,can (10.5 oz),298,g,1,2013-12-23,2013-12-23
6075,1,1,cube,3.6,g,1,1997-08-29,2009-02-11
6075,2,1,packet,6,g,1,1994-09-29,2009-02-11
6076,1,1,cube,3.6,g,1,1994-01-31,2009-02-11
6080,1,1,cube,4,g,1,1997-08-29,2009-02-11
6080,2,1,teaspoon,2,g,1,1994-09-29,2009-02-11
6081,1,1,cube,4.8,g,1,1997-08-29,2009-02-11
6094,1,1,serving 1 tbsp,7.5,g,1,1994-09-29,2009-02-11
6094,2,1,packet,39,g,1,1997-08-29,2009-02-11
6101,1,1,packet,18,g,1,2013-12-23,2013-12-23
6112,1,1,tbsp,18,g,1,1994-09-29,2013-12-26
6112,2,1,fl oz,36,g,1,1999-03-22,2013-12-26
6112,3,1,cup,288,g,1,2002-09-06,2013-12-26
6114,1,0.25,CUP,59,g,1,1994-01-31,2015-01-07
6114,2,1,can,298,g,1,2002-09-06,2006-11-30
6115,1,1,tsp,3,g,1,2013-12-23,2013-12-23
6116,1,1,CUP,233,g,1,1994-01-31,2006-11-30
6116,2,1,can,291,g,1,2002-09-06,2006-11-30
6118,1,1,tbsp,6,g,1,2013-12-23,2013-12-23
6119,1,0.25,CUP,57,g,1,1994-01-31,2016-02-06
6119,2,1,cup,228,g,1,2002-09-06,2016-02-06
6119,3,1,jar 10.5 oz,273,g,1,2016-02-06,2016-02-06
6119,4,1,jar 12 oz,324,g,1,2016-02-06,2016-02-06
6120,1,1,tbsp,8,g,1,2013-12-23,2013-12-23
6120,2,1,serving,8,g,1,2013-12-23,2013-12-23
6121,1,1,cup,238,g,1,2013-12-23,2013-12-23
6121,2,1,can,298,g,1,2013-12-23,2013-12-23
6122,1,1,cup (8 fl oz),21,g,1,2013-12-23,2013-12-23
6123,1,1,cup (8 fl oz),24,g,1,2013-12-23,2013-12-23
6124,1,1,serving,6.7,g,1,2013-12-23,2013-12-23
6125,1,1,CUP,238,g,1,1994-01-31,2006-11-30
6125,2,1,TBSP,14.9,g,1,2002-09-06,2006-11-30
6125,3,1,tsp,5,g,1,2002-09-06,2006-11-30
6125,4,1,can,298,g,1,2002-09-06,2006-11-30
6126,1,1,serving,7,g,1,2013-12-23,2013-12-23
6127,1,1,cup (8 fl oz),25,g,1,2013-12-23,2013-12-23
6128,1,1,packet,74,g,1,2013-12-23,2013-12-23
6128,2,1,packet (6 fl oz),11.1,g,1,2013-12-23,2013-12-23
6147,1,0.5,cup (4 fl oz),126,g,1,2013-12-23,2013-12-23
6147,2,1,can (10.75 oz),305,g,1,2013-12-23,2013-12-23
6149,1,0.5,cup,124,g,1,2013-12-23,2013-12-23
6150,1,1,tbsp,17,g,1,2013-12-23,2013-12-23
6150,2,0.5,cup,143,g,1,2013-12-23,2013-12-23
6150,3,1,cup,279,g,1,2013-12-23,2013-12-23
6151,1,1,tbsp,19,g,1,1996-09-30,2013-12-26
6151,2,1,cup,305,g,1,2002-09-06,2013-12-26
6152,1,0.25,cup,63,g,1,2013-12-23,2013-12-23
6158,1,0.5,cup (4 fl oz),129,g,1,2013-12-23,2013-12-23
6158,2,1,"can (11 oz), undiluted",312,g,1,2013-12-23,2013-12-23
6159,1,1,cup,148,g,1,2013-12-23,2013-12-23
6159,2,1,can,294,g,1,2013-12-23,2013-12-23
6164,1,2,tbsp,36,g,1,1994-11-02,2015-01-07
6164,2,0.5,cup,130,g,1,1997-08-29,2015-01-07
6164,3,1,cup,259,g,1,2007-11-28,2015-01-07
6166,1,1,cup,250,g,1,2013-12-23,2013-12-23
6166,2,0.5,cup,125,g,1,2013-12-23,2013-12-23
6167,1,1,cup,250,g,1,2013-12-23,2013-12-23
6167,2,0.5,cup,125,g,1,2013-12-23,2013-12-23
6168,1,1,tsp,4.7,g,1,1994-11-17,2006-11-30
6168,2,0.25,tsp,1.2,g,1,2007-11-28,2007-11-28
6169,1,1,tsp,4.7,g,1,1994-11-17,2006-11-30
6169,2,0.25,tsp,1.2,g,1,2007-11-28,2007-11-28
6170,1,1,cup,240,g,1,2013-12-23,2013-12-23
6172,1,1,CUP,240,g,1,1998-01-15,2006-11-30
6174,1,1,cup,233,g,1,2013-12-23,2013-12-23
6175,1,1,tbsp,16,g,1,2013-12-23,2013-12-23
6176,1,1,tbsp,18,g,1,2013-12-23,2013-12-23
6177,1,1,cup,245,g,1,2013-12-23,2013-12-23
6179,1,1,tbsp,18,g,1,2013-12-23,2013-12-23
6180,1,1,cup,216,g,1,2013-12-23,2013-12-23
6182,1,1,cup,251,g,1,2013-12-23,2013-12-23
6183,1,1,cup,240,g,1,2013-12-23,2013-12-23
6188,1,1,cup,219,g,1,2016-02-06,2016-02-06
6188,2,1,can (14.5 oz),407,g,1,2016-02-06,2016-02-06
6188,3,1,carton (32 oz),923,g,1,2016-02-06,2016-02-06
6189,1,2,Tbsp,36,g,1,2013-12-23,2013-12-23
6190,1,1,cup,245,g,1,2013-12-23,2013-12-23
6192,1,1,CUP,253,g,1,1997-08-29,2006-11-30
6193,1,1,cup,245,g,1,2013-12-23,2013-12-23
6194,1,1,cup,249,g,1,2013-12-23,2013-12-23
6201,1,1,cup (8 fl oz),248,g,1,1994-01-31,2006-11-30
6201,2,1,"can (10.75 oz), prepared",602,g,1,1997-08-29,2006-11-30
6208,1,1,cup,245,g,1,2013-12-23,2013-12-23
6210,1,1,cup (8 fl oz),248,g,1,1994-01-31,2006-11-30
6210,2,1,"can (10.75 oz), prepared",602,g,1,1997-08-29,2006-11-30
6211,1,1,CUP,251,g,1,1994-09-29,2006-11-30
6211,2,1,"can (11 oz), prepared",609,g,1,2002-09-06,2006-11-30
6216,1,1,cup (8 fl oz),248,g,1,1994-01-31,2006-11-30
6216,2,1,FL OZ,31,g,1,1997-08-29,2010-01-05
6216,3,1,"can (10.75 oz), prepared",602,g,1,2002-09-06,2006-11-30
6217,1,0.5,cup,126,g,1,2013-12-23,2013-12-23
6230,1,1,serving 1 cup,252,g,1,1994-09-29,2009-02-11
6230,2,1,FL OZ,31.5,g,1,1999-03-22,2010-01-05
6243,1,1,serving 1 cup,252,g,1,1994-01-31,2009-02-11
6243,2,1,FL OZ,31.5,g,1,1997-08-29,2010-01-05
6246,1,1,cup (8 fl oz),248,g,1,1994-01-31,2006-11-30
6246,2,1,"can (10.75 oz), prepared",602,g,1,1997-08-29,2006-11-30
6248,1,1,cup (8 fl oz),245,g,1,1994-01-31,2006-11-30
6248,2,1,"can (10.5 oz), prepared",595,g,1,2002-09-06,2006-11-30
6249,1,1,cup (8 fl oz),254,g,1,1994-01-31,2006-11-30
6249,2,1,"can (11.25 oz), prepared",616,g,1,1997-08-29,2006-11-30
6253,1,1,cup (8 fl oz),248,g,1,1994-01-31,2006-11-30
6253,2,1,"can (10.75 oz), prepared",602,g,1,1997-08-29,2006-11-30
6256,1,1,cup (8 fl oz),253,g,1,2013-12-23,2013-12-23
6256,2,1,fl oz,31.6,g,1,2013-12-23,2013-12-23
6358,1,1,cup (8 fl oz),251,g,1,1994-01-31,2006-11-30
6358,2,1,"can (11 oz), prepared",609,g,1,2002-09-06,2006-11-30
6359,1,1,serving 1 cup,252,g,1,1994-01-31,2009-02-11
6359,2,1,FL OZ,31.5,g,1,1997-08-29,2010-01-05
6401,1,1,cup (8 fl oz),244,g,1,1994-01-31,2006-11-30
6401,2,1,"can (10.75 oz), prepared",593,g,1,1997-08-29,2006-11-30
6402,1,1,CUP,247,g,1,1994-09-29,2006-11-30
6402,2,1,"can (11 oz), prepared",600,g,1,2002-09-06,2009-02-11
6404,1,1,serving 1 cup,266,g,1,1994-01-31,2009-02-11
6404,2,1,FL OZ,33.3,g,1,1997-08-29,2010-01-05
6406,1,1,cup (8 fl oz),250,g,1,2013-12-23,2013-12-23
6406,2,1,"can (11.25 oz), prepared",607,g,1,2013-12-23,2013-12-23
6409,1,1,cup (8 fl oz),244,g,1,1994-01-31,2006-11-30
6409,2,1,"can (10.75 oz), prepared",593,g,1,1997-08-29,2009-02-11
6410,1,1,cup,248,g,1,1994-09-29,2011-01-18
6410,2,1,"can (10.75 oz), prepared",593,g,1,2002-09-06,2006-11-30
6411,1,1,cup (8 fl oz),247,g,1,1994-01-31,2006-11-30
6411,2,1,"can (11 oz), prepared",600,g,1,2002-09-06,2006-11-30
6413,1,1,cup (8 fl oz),244,g,1,1994-09-29,2009-02-11
6413,2,1,"can (10.75 oz), prepared",593,g,1,1999-03-22,2009-02-11
6416,1,1,CUP,244,g,1,1994-09-29,2006-11-30
6416,2,1,FL OZ,30.5,g,1,2002-09-06,2010-01-05
6416,3,1,"can (10.75 oz), prepared",593,g,1,2002-09-06,2006-11-30
6417,1,1,CUP,244,g,1,1994-09-29,2006-11-30
6417,2,1,"can (10.75 oz), prepared",593,g,1,2002-09-06,2009-02-11
6419,1,1,serving 1 cup,248,g,1,2011-01-18,2011-01-18
6423,1,1,serving 1 cup,243,g,1,1994-01-31,2009-02-11
6426,1,1,CUP,261,g,1,1994-09-29,2009-02-11
6426,2,1,FL OZ,32.6,g,1,2002-09-06,2010-01-05
6428,1,1,serving 1 cup,249,g,1,1994-01-31,2009-02-11
6428,2,1,FL OZ,31.1,g,1,1997-08-29,2010-01-05
6430,1,1,serving 1 cup,248,g,1,1994-09-29,2009-02-11
6430,2,1,FL OZ,31,g,1,2002-09-06,2010-01-05
6432,1,1,cup (8 fl oz),241,g,1,1994-01-31,2006-11-30
6432,2,1,"can (10.5 oz), prepared",586,g,1,2002-09-06,2006-11-30
6440,1,1,cup (8 fl oz),241,g,1,1997-08-29,2006-11-30
6440,2,1,"can (10.5 oz), prepared",586,g,1,1994-01-31,2006-11-30
6442,1,1,cup (8 fl oz),244,g,1,1994-01-31,2006-11-30
6442,2,1,"can (10.75 oz), prepared",593,g,1,2002-09-06,2006-11-30
6443,1,1,serving 1 cup,248,g,1,1994-09-29,2009-02-11
6443,2,1,FL OZ,31,g,1,1997-08-29,2010-01-05
6444,1,1,cup (8 fl oz),244,g,1,1994-01-31,2006-11-30
6444,2,1,"can (10.75 oz), prepared",593,g,1,2002-09-06,2006-11-30
6446,1,1,cup (8 fl oz),244,g,1,1994-01-31,2006-11-30
6446,2,1,"can (10.75 oz), prepared",593,g,1,2002-09-06,2006-11-30
6448,1,1,cup (8 fl oz),241,g,1,2013-12-23,2013-12-23
6448,2,1,"can (10.5 oz), prepared",586,g,1,2013-12-23,2013-12-23
6449,1,1,serving 1 cup,259,g,1,1994-09-29,2009-02-11
6449,2,1,FL OZ,32.4,g,1,2002-09-06,2010-01-05
6451,1,1,cup (8 fl oz),253,g,1,1994-01-31,2006-11-30
6451,2,1,"can (11.5 oz), prepared",614,g,1,2002-09-06,2006-11-30
6453,1,1,cup (8 fl oz),244,g,1,1994-01-31,2006-11-30
6453,2,1,"can (10.75 oz), prepared",593,g,1,1997-08-29,2006-11-30
6456,1,1,cup,244,g,1,2013-12-23,2013-12-23
6456,2,1,"can (10.75 oz), prepared",593,g,1,2013-12-23,2013-12-23
6461,1,1,CUP,244,g,1,1994-09-29,2006-11-30
6461,2,1,"can (10.75 oz), prepared",593,g,1,2002-09-06,2006-11-30
6463,1,1,CUP,247,g,1,1994-09-29,2006-11-30
6463,2,1,"can (11 oz), prepared",600,g,1,2002-09-06,2006-11-30
6465,1,1,CUP,244,g,1,1994-09-29,2006-11-30
6465,2,1,FL OZ,30.5,g,1,2002-09-06,2010-01-05
6465,3,1,"can (10.75 oz), prepared",593,g,1,2002-09-06,2006-11-30
6466,1,1,cup (8 fl oz),241,g,1,1994-01-31,2006-11-30
6466,2,1,FL OZ,30.1,g,1,1997-08-29,2010-01-05
6466,3,1,"can (10.5 oz), prepared",586,g,1,2002-09-06,2006-11-30
6468,1,1,CUP,241,g,1,1994-09-29,2006-11-30
6468,2,1,"can (10.5 oz), prepared",586,g,1,1997-08-29,2006-11-30
6471,1,1,cup (8 fl oz),244,g,1,1994-01-31,2006-11-30
6471,2,1,"can (10.75 oz), prepared",593,g,1,1997-08-29,2006-11-30
6472,1,1,cup (8 fl oz),241,g,1,1994-01-31,2006-11-30
6472,2,1,"can (10.5 oz), prepared",586,g,1,1997-08-29,2006-11-30
6475,1,1,serving 1 cup,240,g,1,1994-01-31,2009-02-11
6475,2,1,FL OZ,29.9,g,1,2002-09-06,2010-01-05
6476,1,1,serving 1 cup,240,g,1,1994-01-31,2009-02-11
6476,2,1,FL OZ,29.9,g,1,2002-09-06,2010-01-05
6480,1,1,cup 8 fl oz,241,g,1,1994-01-31,2016-02-06
6480,2,1,FL OZ,30.1,g,1,2002-09-06,2010-01-05
6481,1,1,cup (8 fl oz),243,g,1,2013-12-23,2013-12-23
6481,2,1,cube (6 fl oz prepared),182,g,1,2013-12-23,2013-12-23
6483,1,1,cup 8 fl oz,261,g,1,2013-12-23,2016-02-06
6483,2,1,fl oz,32.6,g,1,2013-12-23,2013-12-23
6494,1,1,serving 1 cup,230,g,1,2013-12-23,2013-12-23
6494,2,1,fl oz,28.7,g,1,2013-12-23,2013-12-23
6498,1,1,cup 8 fl oz,265,g,1,2013-12-23,2016-02-06
6528,1,1,cup,245,g,1,2013-12-23,2013-12-23
6547,1,1,cup (8 fl oz),244,g,1,1994-01-31,2006-11-30
6547,2,1,"can (10.75 oz), prepared",593,g,1,2002-09-06,2006-11-30
6549,1,1,cup (8 fl oz),244,g,1,1994-01-31,2006-11-30
6549,2,1,"can (10.75 oz), prepared",593,g,1,2002-09-06,2006-11-30
6558,1,1,cup (8 fl oz),247,g,1,1994-01-31,2006-11-30
6558,2,1,"can (11 oz), prepared",600,g,1,2002-09-06,2006-11-30
6559,1,1,serving 1 cup,248,g,1,1994-01-31,2009-02-11
6559,2,1,FL OZ,31,g,1,1997-08-29,2010-01-05
6583,1,1,package without flavor packet,81,g,1,2013-12-23,2013-12-23
6583,2,1,packet,5.8,g,1,2013-12-23,2013-12-23
6584,1,1,serving 1/2 cup,121,g,1,2013-12-23,2013-12-23
6584,2,1,can 10.7 oz (10.75 oz),303,g,1,2013-12-23,2013-12-23
6618,1,1,tbsp,17,g,1,2013-12-23,2013-12-23
6626,1,0.25,cup,63,g,1,2016-02-06,2016-02-06
6627,1,0.25,cup,61,g,1,2016-02-06,2016-02-06
6700,1,1,cup,221,g,1,2016-02-06,2016-02-06
6700,2,1,can,390,g,1,2016-02-06,2016-02-06
6700,3,1,carton (32 oz),926,g,1,2016-02-06,2016-02-06
6725,1,1,serving,240,g,1,2013-12-23,2013-12-23
6725,2,1,package yields,539,g,1,2013-12-23,2013-12-23
6731,1,1,serving 1/2 cup,128,g,1,2013-12-23,2013-12-23
6742,1,1,serving,292,g,1,2013-12-23,2013-12-23
6742,2,1,package yields,292,g,1,2013-12-23,2013-12-23
6749,1,1,cup,250,g,1,2013-12-23,2013-12-23
6749,2,1,can,528,g,1,2013-12-23,2013-12-23
6930,1,0.25,CUP,63,g,1,2002-06-08,2006-11-30
6931,1,1,serving 1/2 cup,132,g,1,1996-09-30,2012-03-02
6955,1,0.5,cup,124,g,1,2013-12-23,2013-12-23
6956,1,1,serving 1/2 cup,121,g,1,2013-12-23,2013-12-23
6956,2,1,can 10.7 oz,303,g,1,2013-12-23,2013-12-23
6957,1,1,serving,6.7,g,1,2013-12-23,2013-12-23
6957,2,1,package,454,g,1,2013-12-23,2013-12-23
6958,1,1,serving,6.7,g,1,2013-12-23,2013-12-23
6958,2,1,package (16 oz),454,g,1,2013-12-23,2013-12-23
6959,1,1,serving,6.7,g,1,2013-12-23,2013-12-23
6959,2,1,package (16 oz),454,g,1,2013-12-23,2013-12-23
